Fecha,Producto,Región,Ventas
2023-11-13,B,Oeste,361
2024-12-20,A,Este,231
2024-06-02,D,Este,156
2023-03-17,D,Sur,189
2023-07-16,B,Sur,175
2024-05-12,C,Norte,262
2024-09-05,C,Norte,188
2023-02-16,C,Este,146
2024-12-30,C,Este,183
2023-10-12,A,Este,246
2023-05-09,D,Centro,288
2023-03-16,C,Oeste,172
2024-07-13,B,Oeste,117
2024-12-01,C,Sur,248
2023-05-29,C,Norte,117
2023-02-03,C,Centro,306
2023-08-23,B,Centro,383
2023-03-07,D,Este,194
2024-12-29,B,Sur,352
2024-10-07,C,Sur,189
2023-05-06,A,Sur,122
2024-11-11,B,Centro,538
2024-12-16,B,Sur,261
2023-04-14,D,Centro,380
2023-08-24,B,Oeste,231
2024-08-25,A,Sur,201
2024-09-28,A,Oeste,213
2024-05-21,B,Norte,197
2024-06-29,A,Este,214
2024-10-20,D,Centro,193
2023-12-17,D,Este,291
2024-12-03,D,Centro,226
2024-01-27,C,Este,256
2023-08-28,C,Centro,249
2023-02-12,D,Oeste,116
2024-02-01,D,Norte,287
2024-01-07,A,Oeste,288
2024-05-18,A,Sur,143
2023-02-09,A,Oeste,320
2023-11-13,D,Oeste,261
2024-02-23,C,Oeste,119
2023-09-12,C,Este,210
2023-06-06,B,Este,125
2023-12-01,B,Sur,206
2024-09-17,D,Norte,101
2024-05-14,C,Sur,188
2024-11-30,C,Sur,133
2023-09-30,B,Norte,158
2024-02-08,C,Oeste,189
2023-06-04,D,Centro,261
2023-06-30,A,Oeste,114
2023-11-28,C,Norte,270
2024-06-19,D,Centro,104
2024-10-10,D,Oeste,297
2024-01-18,C,Este,236
2024-02-28,D,Este,193
2023-03-06,A,Norte,300
2023-01-21,D,Oeste,289
2023-12-21,C,Este,310
2023-08-11,A,Norte,240
2024-08-10,C,Este,190
2024-03-18,C,Centro,444
2024-11-26,A,Centro,604
2023-09-21,C,Sur,75
2024-08-22,A,Sur,277
2023-07-04,A,Sur,180
2023-04-19,D,Oeste,296
2024-01-26,A,Este,313
2024-12-09,C,Centro,439
2023-04-30,D,Este,165
2024-05-29,A,Centro,260
2023-07-16,B,Este,211
2024-01-03,D,Este,267
2023-03-27,D,Centro,335
2024-05-06,C,Sur,119
2024-10-25,C,Sur,127
2023-01-29,B,Norte,120
2024-08-22,B,Centro,390
2024-09-22,C,Centro,171
2024-07-21,D,Este,200
2023-07-14,D,Centro,313
2024-09-27,B,Sur,99
2023-11-18,C,Este,222
2023-02-18,C,Este,209
2024-06-01,A,Centro,209
2024-06-14,C,Centro,211
2023-10-10,C,Este,200
2023-12-28,D,Norte,265
2023-11-21,B,Centro,352
2024-07-20,B,Sur,93
2023-08-17,B,Oeste,135
2024-01-18,D,Centro,166
2023-11-02,C,Este,162
2023-01-23,C,Este,285
2024-05-19,B,Oeste,106
2023-07-19,A,Centro,338
2024-01-19,B,Este,198
2023-08-21,C,Sur,123
2023-10-18,B,Este,234
2024-09-09,C,Este,109
2024-01-10,A,Norte,228
2023-11-23,C,Este,363
2024-09-07,C,Oeste,121
2024-12-24,C,Sur,159
2023-05-30,C,Norte,151
2024-02-29,B,Este,189
2024-12-30,D,Norte,357
2023-01-07,B,Este,187
2023-11-17,A,Este,232
2024-03-18,D,Sur,294
2024-08-14,D,Este,124
2023-01-24,C,Norte,242
2024-01-24,B,Este,224
2023-09-16,B,Sur,156
2024-08-30,A,Centro,150
2024-12-05,C,Centro,209
2023-05-07,B,Norte,120
2023-02-01,B,Oeste,225
2024-09-27,B,Centro,159
2023-07-20,D,Este,297
2023-01-31,B,Oeste,139
2024-09-19,D,Norte,114
2023-04-06,C,Oeste,224
2024-10-12,D,Sur,103
2024-07-06,A,Norte,239
2024-03-09,C,Este,330
2023-07-06,D,Oeste,188
2023-04-24,D,Centro,159
2024-09-24,C,Este,145
2024-12-12,C,Sur,355
2023-05-18,B,Norte,191
2024-10-12,D,Este,276
2023-10-10,C,Centro,222
2024-01-01,D,Norte,236
2023-03-21,B,Norte,134
2024-03-06,B,Centro,241
2023-05-07,C,Sur,152
2023-11-04,C,Oeste,408
2024-11-23,C,Este,387
2023-01-18,C,Centro,250
2023-07-29,D,Centro,218
2024-09-12,B,Este,209
2023-02-07,A,Oeste,179
2023-10-12,D,Centro,297
2024-10-03,C,Oeste,206
2023-12-15,B,Oeste,193
2023-01-10,C,Sur,129
2023-04-25,D,Este,273
2024-10-18,A,Centro,286
2024-02-03,B,Sur,96
2023-06-26,D,Centro,156
2023-01-08,C,Centro,318
2024-05-23,D,Centro,360
2024-07-25,A,Norte,322
2024-03-09,B,Este,255
2024-04-09,C,Centro,358
2023-12-25,C,Este,404
2023-10-24,C,Sur,135
2024-08-15,D,Centro,296
2024-01-31,C,Este,211
2023-10-28,A,Centro,145
2023-07-05,A,Norte,240
2023-06-01,D,Norte,238
2023-06-08,D,Norte,220
2024-07-08,A,Norte,111
2024-09-08,A,Centro,342
2024-12-12,C,Centro,385
2023-12-19,D,Norte,286
2023-09-09,C,Centro,222
2023-11-27,B,Este,255
2024-11-01,C,Centro,555
2023-06-18,B,Sur,177
2024-10-11,B,Oeste,270
2024-03-17,C,Centro,441
2023-09-05,D,Este,221
2023-03-23,C,Sur,180
2024-03-15,A,Centro,240
2023-04-21,C,Norte,213
2023-07-14,C,Sur,223
2023-09-22,A,Norte,187
2023-08-14,A,Oeste,277
2024-02-03,D,Este,180
2023-05-08,C,Sur,200
2024-10-25,A,Este,225
2023-05-31,B,Este,155
2024-08-26,A,Centro,280
2024-08-20,B,Centro,130
2024-08-11,D,Este,201
2023-10-03,C,Sur,114
2024-08-06,C,Sur,190
2023-01-04,A,Este,282
2024-01-19,A,Norte,303
2024-08-24,A,Norte,170
2024-05-24,C,Norte,116
2024-04-27,D,Oeste,231
2023-02-21,A,Oeste,320
2023-01-28,B,Oeste,278
2024-04-26,C,Centro,191
2024-03-03,C,Oeste,189
2024-11-07,A,Sur,225
2024-10-19,A,Este,259
2024-04-02,A,Este,303
2023-10-11,D,Norte,139
2024-09-30,B,Oeste,180
2024-07-26,B,Centro,380
2024-07-03,A,Oeste,183
2023-12-17,D,Oeste,310
2023-09-07,B,Oeste,173
2024-04-05,C,Este,267
2024-07-18,D,Oeste,214
2024-04-23,D,Norte,186
2024-01-02,B,Este,244
2024-02-11,B,Este,142
2023-12-08,D,Este,334
2023-12-08,C,Este,416
2023-01-28,D,Este,287
2023-05-11,C,Este,158
2023-12-27,D,Oeste,210
2024-10-08,A,Este,243
2024-02-29,B,Centro,302
2023-12-05,C,Este,309
2024-05-04,C,Centro,288
2023-03-10,C,Centro,158
2023-04-08,A,Sur,193
2023-08-16,D,Este,104
2024-11-06,B,Este,432
2024-04-30,A,Sur,350
2023-07-07,A,Sur,263
2023-08-15,D,Norte,147
2024-12-09,C,Este,232
2023-03-19,B,Centro,327
2023-11-07,C,Sur,215
2024-02-13,D,Este,141
2023-07-16,A,Este,312
2023-04-03,C,Este,124
2023-12-08,D,Norte,172
2024-12-11,A,Oeste,339
2024-01-03,C,Oeste,149
2023-09-14,C,Centro,233
2024-03-31,D,Norte,226
2023-05-15,B,Este,166
2023-09-08,C,Sur,134
2024-05-12,A,Norte,312
2023-02-07,C,Este,138
2023-10-23,C,Este,209
2024-05-09,C,Norte,194
2024-06-03,B,Este,162
2023-03-25,D,Centro,244
2024-10-24,C,Centro,132
2024-04-25,D,Sur,274
2024-11-20,A,Norte,326
2023-04-03,A,Centro,212
2024-07-31,D,Oeste,191
2024-09-17,C,Centro,206
2023-09-05,B,Sur,109
2024-07-28,B,Sur,154
2024-07-08,A,Centro,267
2024-04-08,B,Norte,253
2024-11-22,A,Centro,632
2023-03-23,C,Oeste,234
2024-01-12,A,Sur,246
2024-09-30,C,Centro,244
2024-10-29,D,Este,239
2023-03-02,D,Sur,152
2023-11-22,C,Este,189
2024-06-29,A,Oeste,212
2024-05-06,B,Oeste,116
2024-05-20,B,Centro,227
2024-11-28,B,Norte,372
2023-11-08,B,Norte,340
2024-04-15,B,Norte,231
2023-02-13,A,Oeste,269
2023-06-15,C,Oeste,220
2024-07-06,C,Sur,185
2024-08-22,A,Norte,327
2023-04-20,D,Este,163
2023-02-02,D,Centro,140
2023-06-16,C,Norte,219
2024-02-06,A,Norte,212
2024-06-22,C,Norte,107
2024-08-14,B,Este,167
2024-12-06,D,Norte,210
2024-08-23,C,Este,131
2023-08-31,C,Sur,195
2023-10-27,D,Sur,159
2024-01-04,C,Oeste,105
2023-01-05,A,Este,300
2023-11-12,B,Centro,214
2023-07-12,B,Este,256
2024-04-15,C,Centro,326
2024-02-12,A,Oeste,236
2024-01-03,D,Este,134
2024-02-13,D,Norte,138
2023-11-20,D,Sur,356
2023-01-02,D,Oeste,119
2023-03-06,A,Centro,233
2024-03-04,C,Sur,154
2024-05-07,A,Centro,368
2023-12-01,C,Oeste,401
2023-04-04,A,Oeste,376
2023-11-22,B,Este,301
2024-10-09,A,Sur,230
2023-07-17,C,Oeste,177
2023-01-26,D,Centro,321
2023-10-11,D,Este,270
2023-06-19,A,Este,222
2024-01-30,B,Oeste,127
2023-10-06,C,Norte,123
2024-12-23,D,Sur,203
2023-05-19,A,Norte,235
2024-07-28,A,Centro,353
2024-09-03,B,Centro,164
2024-05-31,A,Oeste,221
2024-05-22,A,Este,312
2023-08-15,C,Norte,165
2024-05-22,C,Sur,236
2024-06-01,C,Sur,178
2023-06-18,A,Centro,275
2023-01-12,A,Sur,124
2023-04-17,C,Norte,222
2024-04-27,D,Norte,199
2024-05-28,B,Oeste,171
2023-07-06,C,Sur,173
2024-06-30,D,Sur,209
2024-04-30,C,Este,247
2023-08-25,D,Este,171
2023-03-12,D,Norte,303
2024-12-21,D,Centro,571
2023-11-17,B,Oeste,207
2023-01-04,A,Sur,180
2024-01-09,C,Sur,198
2024-11-13,D,Norte,336
2023-12-25,B,Norte,235
2023-05-09,C,Este,237
2024-07-25,C,Este,108
2023-08-12,A,Este,242
2023-06-02,B,Norte,136
2023-09-09,D,Norte,91
2024-09-13,D,Oeste,202
2024-09-02,A,Este,119
2024-04-09,C,Oeste,323
2024-01-03,D,Centro,154
2023-11-18,B,Sur,298
2023-06-03,B,Centro,194
2023-04-06,C,Centro,256
2024-03-29,A,Este,238
2024-08-06,B,Este,136
2023-09-20,C,Este,104
2023-03-22,D,Norte,164
2023-05-10,A,Sur,126
2023-10-12,D,Norte,167
2024-02-06,B,Oeste,238
2023-07-09,C,Centro,181
2024-05-06,C,Centro,175
2023-12-26,B,Norte,181
2023-01-27,C,Oeste,215
2024-01-31,A,Sur,217
2023-01-20,D,Este,119
2024-05-17,C,Este,275
2024-10-13,A,Sur,141
2024-07-01,D,Oeste,140
2023-08-11,B,Norte,110
2024-07-07,B,Centro,339
2023-04-20,B,Sur,280
2023-04-25,D,Este,297
2023-04-30,D,Oeste,216
2023-02-15,B,Oeste,262
2023-04-08,B,Sur,159
2024-01-28,D,Sur,221
2023-04-20,A,Este,370
2023-08-21,A,Oeste,204
2023-11-03,C,Centro,466
2024-10-02,C,Este,211
2024-11-28,C,Este,155
2024-11-11,D,Sur,375
2024-06-10,B,Centro,239
2023-08-02,D,Oeste,267
2024-08-10,B,Oeste,244
2024-10-20,C,Este,222
2024-01-11,A,Este,253
2024-08-06,C,Norte,123
2023-08-06,D,Sur,102
2023-10-20,D,Norte,230
2023-02-01,A,Oeste,228
2024-05-15,B,Norte,229
2024-07-25,B,Centro,221
2024-06-19,C,Este,181
2024-08-19,A,Este,181
2023-02-27,D,Oeste,277
2024-07-29,B,Oeste,122
2024-11-16,C,Norte,279
2023-03-04,D,Centro,372
2023-08-04,D,Norte,293
2024-03-10,B,Este,229
2023-10-12,A,Sur,211
2024-01-20,D,Este,121
2024-07-26,A,Centro,251
2024-06-05,A,Oeste,94
2023-09-11,C,Sur,84
2023-04-13,A,Sur,234
2023-06-21,D,Sur,79
2024-03-22,A,Norte,227
2024-12-20,C,Centro,463
2024-05-05,C,Sur,211
2023-01-23,D,Este,231
2024-12-16,A,Sur,210
2024-11-20,D,Este,171
2023-05-24,A,Sur,280
2024-02-11,C,Sur,212
2023-03-24,B,Este,296
2024-05-24,B,Este,136
2024-12-27,D,Oeste,267
2023-12-23,D,Sur,338
2023-07-01,C,Este,211
2023-03-09,A,Oeste,227
2024-01-14,B,Centro,217
2024-03-09,C,Norte,248
2023-08-17,C,Norte,208
2023-10-02,B,Norte,273
2024-08-14,C,Oeste,186
2023-12-09,C,Oeste,240
2024-12-13,C,Norte,161
2024-03-20,C,Norte,258
2023-04-30,C,Este,123
2024-02-19,B,Oeste,220
2023-05-19,C,Centro,342
2023-12-02,D,Oeste,181
2023-01-13,C,Centro,355
2023-03-14,B,Norte,129
2023-06-09,D,Este,190
2023-12-08,D,Centro,471
2023-09-22,C,Este,123
2023-04-16,D,Norte,148
2023-08-13,C,Oeste,120
2023-08-09,A,Norte,267
2024-03-05,C,Centro,152
2024-01-11,D,Centro,348
2023-11-13,C,Centro,240
2023-08-28,D,Centro,149
2024-10-24,D,Norte,115
2024-06-23,A,Norte,137
2024-03-01,A,Este,388
2023-03-16,D,Norte,240
2023-10-26,A,Este,182
2023-09-13,A,Centro,242
2024-10-12,C,Sur,113
2023-09-01,B,Centro,292
2023-06-10,C,Sur,136
2023-09-03,D,Oeste,156
2023-10-13,C,Oeste,183
2024-04-26,D,Norte,316
2024-02-22,C,Sur,199
2023-05-20,A,Este,210
2024-02-16,D,Norte,161
2023-03-01,A,Oeste,174
2023-03-10,C,Este,164
2023-03-04,A,Norte,328
2024-12-28,D,Sur,315
2023-05-25,D,Centro,136
2024-08-24,C,Oeste,219
2024-05-19,A,Sur,281
2024-08-19,D,Sur,202
2023-08-21,C,Oeste,192
2023-08-02,D,Centro,262
2024-08-14,B,Norte,290
2023-09-29,D,Sur,180
2024-02-13,D,Oeste,207
2023-09-16,D,Centro,148
2023-08-12,D,Norte,117
2023-03-13,B,Este,262
2024-09-18,D,Centro,281
2023-07-28,D,Este,181
2023-09-23,B,Centro,250
2024-03-02,D,Sur,110
2024-08-31,D,Este,107
2024-09-05,C,Este,78
2024-05-27,A,Oeste,114
2023-11-07,A,Este,240
2024-11-06,B,Norte,282
2023-09-23,C,Este,211
2023-06-28,B,Norte,156
2024-05-08,D,Oeste,126
2024-08-17,D,Sur,120
2023-11-22,A,Norte,407
2023-03-25,D,Oeste,357
2024-02-02,D,Centro,325
2023-11-09,A,Este,481
2024-07-13,B,Sur,258
2024-05-28,C,Centro,209
2024-03-15,C,Este,329
2024-01-11,C,Este,124
2023-12-02,D,Centro,243
2023-07-01,C,Centro,176
2023-02-04,D,Oeste,117
2023-07-06,A,Este,301
2024-11-14,D,Sur,376
2023-12-06,D,Este,217
2024-01-09,D,Este,266
2023-08-09,A,Centro,390
2023-09-04,A,Este,225
2024-04-19,B,Este,219
2023-12-23,D,Este,199
2023-09-17,A,Norte,213
2024-03-02,B,Norte,122
2023-06-17,C,Sur,94
2023-03-15,B,Norte,178
2024-09-13,B,Sur,149
2023-09-06,B,Centro,110
2023-06-11,B,Este,197
2023-04-30,C,Este,184
2024-05-14,C,Sur,230
2024-09-06,C,Este,103
2023-03-08,D,Este,294
2024-05-06,D,Este,258
2023-03-14,A,Norte,266
2023-01-11,D,Oeste,196
2024-04-13,D,Oeste,231
2024-09-12,D,Oeste,94
2023-06-24,D,Sur,212
2024-10-09,C,Sur,96
2024-11-18,C,Este,186
2024-10-05,B,Norte,256
2023-04-10,C,Sur,202
2024-12-28,A,Oeste,364
2023-05-22,C,Centro,269
2024-05-02,D,Sur,152
2024-10-03,A,Norte,130
2023-01-21,C,Centro,135
2023-11-30,A,Sur,384
2023-09-04,B,Oeste,85
2023-05-05,D,Oeste,126
2023-01-27,D,Centro,143
2024-04-29,B,Oeste,268
2024-03-28,D,Oeste,127
2024-05-08,C,Centro,142
2024-05-05,D,Este,291
2024-05-10,A,Oeste,258
2023-07-21,D,Norte,189
2023-10-21,D,Este,267
2024-09-16,B,Oeste,112
2023-09-26,A,Sur,163
2023-09-02,D,Norte,203
2024-09-22,D,Sur,147
2023-01-22,A,Sur,247
2023-10-31,C,Sur,235
2023-05-04,A,Este,287
2023-09-08,A,Centro,340
2024-12-26,B,Oeste,229
2023-01-08,C,Norte,283
2024-01-04,A,Centro,264
2024-12-30,A,Norte,169
2024-08-01,C,Sur,92
2024-01-19,C,Oeste,209
2023-03-18,C,Norte,123
2023-03-16,A,Centro,346
2024-10-22,B,Este,166
2024-08-16,B,Sur,231
2024-01-05,A,Sur,103
2023-05-31,B,Sur,153
2023-06-04,A,Norte,94
2023-10-20,A,Oeste,234
2023-05-13,A,Oeste,170
2023-09-10,D,Norte,150
2024-07-29,D,Este,124
2024-08-02,B,Sur,109
2024-06-13,D,Norte,149
2023-12-15,C,Centro,355
2023-12-02,B,Norte,247
2023-10-25,C,Este,202
2024-04-26,D,Centro,319
2024-12-12,A,Oeste,320
2023-04-28,B,Norte,218
2024-11-21,A,Norte,301
2023-05-20,A,Centro,407
2024-09-02,B,Centro,294
2023-05-21,B,Oeste,108
2024-06-17,C,Centro,195
2023-07-21,D,Sur,226
2024-09-27,B,Este,206
2023-03-19,D,Centro,438
2024-11-29,D,Sur,211
2023-10-25,B,Oeste,257
2024-12-07,B,Oeste,364
2024-04-20,B,Centro,443
2024-05-14,A,Centro,286
2023-04-06,C,Oeste,303
2024-06-13,B,Centro,172
2023-01-05,B,Este,123
2024-12-06,D,Sur,314
2024-05-11,D,Este,205
2024-09-09,B,Sur,108
2024-06-24,B,Norte,219
2023-09-30,D,Sur,208
2023-11-06,C,Norte,208
2024-10-29,B,Norte,291
2023-12-21,C,Sur,351
2023-08-21,B,Oeste,129
2024-04-19,B,Oeste,199
2024-03-07,C,Centro,337
2024-06-08,B,Oeste,179
2023-07-20,C,Norte,108
2023-03-08,B,Este,310
2024-04-21,C,Norte,334
2023-09-17,D,Este,188
2023-04-16,C,Centro,173
2024-12-06,C,Oeste,189
2023-12-27,A,Sur,173
2024-05-05,D,Centro,373
2024-06-17,C,Sur,171
2023-05-29,B,Oeste,140
2023-05-28,B,Norte,194
2024-04-15,B,Norte,276
2024-06-14,B,Centro,201
2023-06-18,A,Norte,246
2023-09-08,D,Norte,111
2023-12-15,B,Norte,352
2023-11-27,D,Este,306
2024-05-03,C,Sur,196
2024-10-08,A,Este,323
2024-09-12,A,Oeste,236
2023-06-24,B,Norte,112
2023-02-21,D,Centro,152
2023-01-24,B,Norte,182
2023-07-21,A,Este,223
2024-07-15,B,Este,115
2024-07-22,B,Norte,287
2023-05-25,D,Este,197
2024-01-27,D,Sur,234
2023-05-22,D,Oeste,191
2023-10-12,D,Sur,153
2024-12-21,B,Norte,369
2024-02-25,C,Sur,247
2024-10-30,A,Oeste,238
2023-02-13,A,Sur,99
2024-02-24,D,Este,145
2023-10-25,D,Este,242
2023-06-12,D,Oeste,170
2024-09-16,A,Norte,262
2023-01-04,A,Este,204
2024-05-22,D,Oeste,261
2024-08-03,B,Este,266
2023-06-08,C,Centro,280
2024-10-23,D,Oeste,229
2024-11-11,B,Centro,331
2023-05-06,D,Norte,245
2024-05-12,D,Sur,111
2023-03-30,B,Oeste,188
2023-05-24,D,Oeste,155
2024-08-22,D,Oeste,245
2024-11-10,D,Este,373
2023-01-26,C,Sur,211
2024-05-24,C,Sur,137
2024-11-08,C,Sur,201
2023-06-26,A,Centro,313
2023-07-13,A,Oeste,172
2024-10-04,A,Norte,111
2023-06-11,B,Centro,185
2024-03-02,B,Norte,343
2023-02-19,A,Sur,261
2023-09-20,B,Sur,95
2024-09-26,D,Sur,112
2024-12-19,D,Centro,538
2024-04-03,D,Norte,355
2023-03-29,A,Este,312
2024-12-22,B,Centro,290
2024-01-05,A,Sur,148
2024-11-15,C,Oeste,200
2023-07-10,A,Sur,121
2024-09-02,D,Centro,175
2024-10-16,D,Sur,108
2024-10-21,D,Centro,237
2023-12-22,A,Oeste,448
2024-03-29,A,Sur,354
2023-07-05,C,Este,267
2023-09-04,B,Sur,156
2024-02-21,B,Este,131
2023-09-06,C,Sur,133
2024-07-09,C,Norte,98
2024-08-04,C,Centro,158
2024-12-02,C,Norte,282
2023-06-04,A,Sur,87
2023-09-23,C,Oeste,199
2023-07-20,D,Centro,297
2024-02-24,C,Centro,358
2024-09-05,C,Centro,287
2024-04-06,D,Centro,315
2023-03-02,D,Sur,289
2023-05-07,C,Sur,107
2023-11-13,B,Sur,387
2023-06-08,C,Centro,174
2023-08-25,D,Norte,230
2023-10-25,C,Centro,311
2023-08-20,D,Este,134
2024-08-25,A,Centro,161
2023-01-31,D,Este,242
2023-12-10,B,Sur,260
2024-06-19,D,Sur,153
2024-09-20,D,Sur,213
2024-06-19,C,Norte,221
2023-06-29,D,Sur,205
2024-05-23,C,Este,147
2023-03-27,D,Norte,352
2023-08-14,B,Oeste,192
2024-05-20,D,Oeste,162
2023-12-04,B,Este,258
2023-07-20,C,Oeste,138
2023-01-02,A,Oeste,172
2023-09-14,D,Norte,84
2024-04-18,A,Centro,238
2023-05-04,C,Oeste,264
2024-02-14,D,Este,164
2023-05-06,B,Norte,165
2023-03-03,A,Norte,365
2024-05-04,D,Norte,218
2023-08-21,A,Centro,363
2024-11-27,C,Norte,229
2023-08-24,C,Oeste,163
2024-05-20,B,Este,137
2024-12-25,C,Centro,426
2023-05-18,D,Centro,384
2024-08-04,D,Este,279
2024-06-14,D,Centro,134
2024-09-10,A,Centro,280
2024-05-13,A,Este,136
2024-06-11,B,Norte,200
2023-02-08,D,Norte,193
2024-04-18,D,Oeste,229
2024-03-24,A,Centro,176
2023-04-07,D,Norte,294
2023-02-27,C,Sur,186
2023-08-29,A,Norte,305
2023-08-17,A,Este,323
2023-07-25,D,Sur,123
2024-07-07,D,Este,268
2024-08-01,D,Sur,266
2023-11-21,C,Norte,158
2024-02-22,C,Norte,133
2023-12-13,C,Oeste,346
2023-09-25,D,Sur,77
2023-04-13,A,Este,194
2023-09-25,D,Este,210
2023-01-22,D,Sur,97
2023-12-05,A,Centro,538
2024-01-13,D,Norte,162
2023-01-17,D,Este,159
2024-08-23,A,Oeste,287
2024-08-08,B,Sur,107
2024-04-28,B,Sur,248
2023-05-26,A,Oeste,294
2024-12-24,A,Oeste,371
2024-12-07,D,Centro,499
2024-03-02,C,Centro,170
2024-08-15,A,Centro,357
2023-04-16,B,Norte,339
2024-11-27,A,Sur,236
2024-02-16,A,Oeste,265
2023-07-28,B,Norte,258
2024-06-29,B,Oeste,203
2023-05-13,A,Este,250
2023-05-17,B,Centro,223
2024-07-20,B,Norte,224
2024-06-10,B,Norte,232
2023-06-30,B,Este,204
2024-01-30,A,Oeste,226
2024-05-20,A,Oeste,293
2024-05-20,C,Centro,323
2024-08-12,D,Oeste,124
2024-05-18,A,Oeste,278
2024-09-18,A,Este,209
2023-05-07,D,Este,112
2024-08-06,D,Sur,171
2023-08-11,D,Centro,325
2023-02-06,B,Oeste,270
2023-12-23,D,Norte,412
2023-03-04,B,Norte,145
2023-02-18,A,Centro,397
2023-11-24,D,Centro,508
2024-04-22,B,Este,300
2023-02-15,A,Centro,396
2024-12-18,A,Centro,540
2024-07-23,C,Oeste,201
2023-12-28,A,Este,273
2024-08-30,B,Oeste,275
2024-06-03,D,Este,111
2023-11-14,C,Sur,130
2023-02-22,D,Este,175
2023-11-10,B,Este,195
2023-06-12,B,Este,192
2023-11-18,C,Este,403
2023-09-30,B,Norte,198
2024-10-03,D,Sur,116
2024-02-09,D,Sur,126
2024-09-25,D,Norte,163
2024-09-28,A,Centro,257
2024-05-24,C,Este,120
2024-01-06,B,Oeste,295
2023-10-03,C,Centro,227
2024-07-14,C,Sur,99
2023-12-08,B,Oeste,231
2023-07-10,B,Centro,171
2024-07-31,D,Sur,189
2023-12-17,A,Este,282
2023-11-04,C,Sur,202
2023-09-19,A,Sur,167
2023-09-18,C,Oeste,122
2023-11-17,B,Oeste,226
2024-08-25,B,Centro,380
2023-07-09,A,Sur,230
2024-12-04,B,Este,279
2024-09-30,A,Oeste,117
2023-02-08,A,Oeste,286
2024-08-28,C,Oeste,233
2023-11-16,B,Este,256
2023-09-15,D,Norte,216
2023-08-07,C,Norte,238
2024-06-27,A,Centro,287
2023-11-25,C,Centro,470
2024-12-16,D,Centro,403
2023-10-24,B,Norte,275
2024-03-21,B,Norte,250
2023-12-13,C,Sur,268
2023-06-14,A,Norte,218
2024-12-24,A,Centro,296
2023-02-06,B,Oeste,277
2024-05-29,C,Centro,234
2024-04-30,B,Sur,158
2023-02-11,D,Norte,133
2023-11-10,B,Centro,208
2023-06-18,D,Este,224
2023-10-15,A,Sur,251
2024-07-18,D,Oeste,262
2024-07-01,C,Centro,348
2024-08-22,B,Este,164
2023-06-21,B,Centro,167
2024-07-12,C,Oeste,162
2023-05-13,B,Norte,114
2023-09-21,C,Norte,126
2024-01-15,B,Norte,163
2024-11-02,A,Oeste,194
2023-01-07,A,Centro,360
2023-06-16,A,Centro,314
2024-04-26,C,Sur,104
2024-09-15,D,Sur,131
2024-09-28,D,Sur,123
2024-06-07,B,Este,95
2024-06-25,C,Norte,154
2023-12-18,D,Centro,341
2024-07-08,A,Este,279
2024-03-13,D,Oeste,169
2024-03-13,C,Centro,251
2024-04-13,B,Norte,226
2024-03-17,B,Norte,319
2023-09-29,B,Oeste,175
2024-04-09,A,Oeste,244
2023-07-09,B,Sur,237
2024-02-19,C,Oeste,141
2024-08-30,A,Sur,192
2024-06-07,B,Centro,296
2023-11-11,D,Este,214
2024-05-31,C,Sur,194
2024-05-07,A,Centro,331
2023-05-06,A,Sur,253
2024-02-18,B,Centro,146
2023-02-14,A,Oeste,272
2023-06-25,C,Oeste,183
2024-11-12,D,Norte,169
2024-08-21,C,Sur,244
2023-07-04,D,Oeste,174
2024-02-28,D,Este,104
2023-02-11,C,Centro,295
2024-05-13,A,Este,228
2024-10-09,A,Este,176
2023-08-13,A,Norte,261
2023-01-28,C,Centro,237
2023-05-18,D,Norte,136
2024-06-03,B,Norte,128
2024-03-07,B,Norte,244
2024-01-11,C,Oeste,167
2024-10-09,A,Oeste,199
2024-11-19,C,Centro,400
2023-07-11,B,Sur,142
2024-10-16,A,Este,319
2024-02-17,A,Centro,381
2024-08-13,C,Oeste,99
2024-02-26,B,Este,256
2024-07-13,B,Centro,232
2024-06-29,D,Oeste,106
2023-01-10,A,Sur,221
2024-08-14,D,Este,222
2024-02-19,D,Oeste,203
2024-05-10,B,Centro,347
2024-09-23,D,Sur,154
2023-05-10,A,Norte,174
2024-01-01,C,Este,219
2024-10-20,A,Norte,123
2023-07-29,C,Centro,288
2023-12-29,C,Este,406
2024-09-03,B,Este,184
2024-10-07,A,Este,211
2024-08-09,B,Sur,180
2024-07-01,C,Sur,232
2023-01-31,B,Oeste,165
2023-12-03,A,Sur,200
2024-04-11,D,Este,344
2024-12-12,A,Norte,297
2024-06-09,A,Oeste,209
2023-06-24,C,Centro,206
2023-09-20,D,Oeste,176
2024-07-05,B,Sur,190
2023-08-25,C,Oeste,205
2024-09-29,B,Sur,128
2023-05-05,C,Sur,124
2024-03-04,B,Sur,193
2023-01-01,A,Oeste,193
2023-10-09,B,Norte,131
2023-01-26,A,Oeste,116
2023-08-15,B,Centro,256
2023-02-09,D,Centro,349
2023-11-18,B,Norte,379
2023-12-07,B,Oeste,352
2024-05-22,A,Centro,164
2024-12-17,B,Centro,423
2023-03-20,B,Sur,114
2024-09-06,B,Sur,131
2023-10-31,A,Norte,232
2023-07-24,C,Centro,151
2023-02-07,C,Oeste,258
2024-02-11,B,Oeste,212
2023-06-28,B,Centro,230
2023-06-16,C,Sur,69
2024-06-10,B,Norte,144
2023-11-22,A,Oeste,209
2023-03-27,C,Centro,385
2024-12-22,B,Norte,331
